monastic_order_ibadi;Order of the Imams;;;;;;;;;;;;;x
monastic_order_ibadi_desc;This order of Imams within the Ibadi sect of Islam has functioned since the time of Ibad to maintain the Ibadi's clerical sovereignty. ;;;;;;;;;;;;;x
monastic_order_ibadi_leader_desc;The Imam is a very holy person in charge of the entire society.;;;;;;;;;;;;;x
monastic_order_ibadi_rank_1_male;Believer;;;;;;;;;;;;;x
monastic_order_ibadi_rank_2_male;Sheikh;;;;;;;;;;;;;x
monastic_order_ibadi_rank_3_male;Ulama;;;;;;;;;;;;;x
monastic_order_ibadi_rank_4_male;Imam;;;;;;;;;;;;;x
monastic_order_ibadi_rank_1_female;Believer;;;;;;;;;;;;;x
monastic_order_ibadi_rank_2_female;Sheikh;;;;;;;;;;;;;x
monastic_order_ibadi_rank_3_female;Ulama;;;;;;;;;;;;;x
monastic_order_ibadi_rank_4_female;Imam;;;;;;;;;;;;;x
currency_name_monastic_order_ibadi;Faith;;;;;;;;;;;;;x

pages_zoro_cooldown;Attempted to search Zoroastrian Pages;;;;;;;;;x
pages_zoro_cooldown_desc;This character attempted to search for the Zoroastrian Pages;;;;;;;;;x

#powers;;;;;;;;;;;;;;
monastic_orders_educational;Wisdom of the Imams;;;;;;;;;;;;;x
monastic_orders_educational_power_desc;Your wards have a chance to gain increased attribute points during their education and upon reaching adulthood have a chance to lose wicked traits and gain pious ones.;;;;;;;;;;;;;x
monastic_orders_decadence;Decadence Negiotiations;;;;;;;;;;;;;x
monastic_orders_decadence_power_desc;Can more easily convince someone to be less decadent.\n§GRight-click§! a decadent family member in order to §Ynegotiate§! their decadency.;;;;;;;;;;;;;x
monastic_orders_invite_imam;Invite Imam;;;;;;;;;;;;;x
monastic_orders_invite_imam_power_desc;Invite a wise Imam from the society to help you with your religious administration.;;;;;;;;;;;;;x
monastic_orders_lifestyle;Learning Lifestyles;;;;;;;;;;;;;x
monastic_orders_lifestyle_power_desc;Be able to practice §YScholarship§!, §YMystic§! or §YTheologian§! by §Gright-clicking§! yourself.;;;;;;;;;;;;;x
build_fire_shrine_power_desc;Enables you to build a small Fire Shrine in your home.;;;;;;;;;;;;;x
zoro_sun_society_summon_commander_power_desc;Enables you to hire Veteran/Retired Immortals as commanders.;;;;;;;;;;;;;x
zoro_raise_troops_power_desc;Enables the option to call in Immortal reservists to your aid.;;;;;;;;;;;;;x
search_pages_zoro_power_desc;Enables the option to attempt finding the missing pages of the Zoroastrian Texts.;;;;;;;;;;;;;x
complete_zoro_book_power_desc;Enables the option to complete the gathered pages to make a Zoroastrian Avesta.;;;;;;;;;;;;;x
#loc keys;;;;;;;;;;;;;;
String_Allah;Allah;;;;;;;;;;;;;x
String_Saint_Imam_Ibad;Imam Ibad;;;;;;;;;;;;;x
String_mosque;mosque;;;;;;;;;;;;;x
String_the_Rule_of_Imam_Ibad;The rule of Imam Ibad;;;;;;;;;;;;;x
String_Muslim_greeting;Assam alaikum;;;;;;;;;;;;;x
String_muslim_farewell;Fi aman illa Allah ma’ik;;;;;;;;;;;;;x
zoro_fire_society;Order of the Atash Bahram;;;;;;;;;;;;;x
zoro_fire_society_desc;The Order of the Atash Bahram is centered around the ancient Persian faith of Zoroastrianism, which reveres Ahura Mazda as the supreme deity and upholds the duality of good and evil. Members of this society strive to restore the glory of the Persian Empire, protect sacred fire temples, and combat religious corruption.;;;;;;;;;;;;;x
currency_name_zoro_fire_society;Fire;;;;;;;;;;;;;x
zoro_fire_society_rank_1_male;Follower;;;;;;;;;;;;;x
zoro_fire_society_rank_2_male;Herbad;;;;;;;;;;;;;x
zoro_fire_society_rank_3_male;Mowbad;;;;;;;;;;;;;x
zoro_fire_society_rank_4_male;Mowbadan-Mowbad;;;;;;;;;;;;;x
zoro_fire_society_rank_1_female;Believer;;;;;;;;;;;;;x
zoro_fire_society_rank_2_female;Sheikh;;;;;;;;;;;;;x
zoro_fire_society_rank_3_female;Ulama;;;;;;;;;;;;;x
zoro_fire_society_rank_4_female;Imam;;;;;;;;;;;;;x
