form_celtic_empire;Unite the Celtic Kingdoms;;;;;;;;;;;;;x
form_celtic_empire_desc;For many generations, our people have been oppressed and have been bannished from Europe by the Roman Empire but no longer will we stand for this. After the pathetic Roman Empire fell, we finally have a chance to reunite our people and proclaim the Celtic Empire!;;;;;;;;;;;;;x

dublin_move_capital;§YDublin§! will become the new Administrative Captial of the §YCeltic Empire§!;;;;;;;;;;;;;x

celtic_blood;Blood of Toutatis;;;;;;;;;;;;;x
celtic_blood_desc;The lineage of this bloodline will be forever respected by all Celtic people and reminded as the founders of the new Celtic identity and have been nicknamed after the Celtic God, Toutatis.;;;;;;;;;;;;;x

celtic_renaissance;Unite the Celtic Cultures;;;;;;;;;;;;;x
celtic_renaissance_desc;Now that Celitc Empire has been formed, we also have to truly unite our Celtic brothers back to our old roots, the ancient Celtic culture.;;;;;;;;;;;;;x

embrace_new_celtic_culture;Embrace the Ancient Celtic Culture;;;;;;;;;;;;;x
embrace_new_celtic_culture_desc;A glorious time to be alive with our fellow Celtic brothers, however it is time to go back to our old roots and embrace the culture that has been followed by our ancestors.;;;;;;;;;;;;;x

celtic_culture_spreads;§YCeltic Culture§! will start spreading across the Empire.;;;;;;;;;;;;;x

EVTNAMECEL.100;The Rise of the Celtics;;;;;;;;;;;;;x
EVTDESCCEL.100;For the first time after the Fall of Gaul, caused by the Roman Empire and having to endure many years of suffering. The Celtics has finally risen as a proper Empire under one ruler united with it's people. Things could get sour since the Celtics could perhaps try to find revenge for their suffering. Only time will tell;;;;;;;;;;;;;x
EVTOPTCEL.001;At last!;;;;;;;;;;;;;x


EVTNAMECEL.101;The Celtic Issue on the Papacy;;;;;;;;;;;;;x
EVTDESCCEL.101;We have finally reconquered Gaul from the many Kingdoms that hold the lands, this will be the beginning of a New Era for the Celtics. However, it is perhaps time to pay a visit to the Holy See and press our demands on to the Pope. No longer will we be opressed or intimidated and under the Papal Mandate. What shall we do?;;;;;;;;;;;;;x
EVTOPTCEL.002;Send an diplomat to the Papacy!;;;;;;;;;;;;;x
EVTOPTCEL.003;Perhaps revenge is not the answer..;;;;;;;;;;;;;x

EVTNAMECEL.102;The Celtic Ultimatum;;;;;;;;;;;;;x
EVTDESCCEL.102;Your Holiness. A Diplomat from the Celitc Empire has arived. They are talking about a Ultimatum to surrender the Holy See to the Celtics and they require an answer from you. What shall we respond with?;;;;;;;;;;;;;x
EVTOPTCEL.004;We refuse!;;;;;;;;;;;;;x
EVTOPTCEL.005;For the sake of Peace..;;;;;;;;;;;;;x

EVTNAMECEL.103;The Insular Ultimatum;;;;;;;;;;;;;x
EVTDESCCEL.103;This is a dark day. It seems that after discussion with the Holy See, The Papacy has for some reason agreed to the demands of the Celtic Empire and the Insular Church to give up on Rome and grant the former lands of the Papacy to the Insular Church. This truly is a grim day for the Catholic World....;;;;;;;;;;;;;x
EVTOPTCEL.006;The Holy See has abandoned us..;;;;;;;;;;;;;x

EVTNAMECEL.104;The Papcy refuses;;;;;;;;;;;;;x
EVTDESCCEL.104;Bad news my Liege. As expected, the Holy See refused our demands and calls them outragious. What shall we do now?;;;;;;;;;;;;;x
EVTOPTCEL.007;Spread the word, we are marching to Rome!;;;;;;;;;;;;;x
EVTOPTCEL.008;On a seccond tought..;;;;;;;;;;;;;x

EVTNAMECEL.105;The Celitc War against the Holy See;;;;;;;;;;;;;x
EVTDESCCEL.105;Since the Celitc Empire has fully conquered the Kingdoms of France, Aquitaine and Arles. Tensions have risen between the Celtic Empire and the Papacy. However, war has been delcared on the Papacy to usurp the Papal States as the Celtic Empire claims that the Catholic Church is corrupt and needs to be reformed. This could be a war not to be forgotten for many generations to come...;;;;;;;;;;;;;x
EVTOPTCEL.009;Good Grief..;;;;;;;;;;;;;x

EVTNAMECEL.106;The Holy Civil War;;;;;;;;;;;;;x
EVTDESCCEL.106;Concerning news, it seems that the Holy See is at war against the Celtic Empire. It looks like the Celtic Empire wants to usurp the Papacy and install the Insular Church on Rome. This could be bad for Catholicism. However, this could be a chance to dethrone the Papacy and perhaps look to embrace Insular Catholicism... What shall we do?;;;;;;;;;;;;;x
EVTOPTCEL.010;Gone with the Holy See!;;;;;;;;;;;;;x
EVTOPTCEL.011;We cannot abandon the Pope!;;;;;;;;;;;;;x
EVTOPTCEL.012;We got bigger problems right now..;;;;;;;;;;;;;x

EVTNAMECEL.107;The Insulars beat Catholicism;;;;;;;;;;;;;x
