umayyad_curse_1;Economic Umayyad Turmoil;;;;;;;;;;;;;x
umayyad_curse_2;Umayyadian Corrupt Bureaucracy;;;;;;;;;;;;;x
umayyad_curse_3;Shattered Umayyadian Army;;;;;;;;;;;;;x

umayyad_curse_1_desc;After the Islamic Golden Age, the Umayyads took a big toll with their Economy. Both the Administration and the Economy of the Empire needs reforming. If we continue with this path, the downfall of the Umayyads will not be long.;;;;;;;;;;;;;x
umayyad_curse_2_desc;After the Old Generation of the Umayyadian Conquerers. Many of the nobility and the vassals within this realm are starting to have ambitious toughts to be free while we continously employ those that has no experience and only brings us problems with our neighbours.;;;;;;;;;;;;;x
umayyad_curse_3_desc;The army is still scarred from the Umayyad invasion of Gaul. While this crisis is going on, the army also has its problems. We will have to reorganize fast, otherwise the Spannish of the North will see this turmoil as a oppertunity to expand their influence towards us;;;;;;;;;;;;;x

end_umayyad_crisis_1;Resolve the Umayyadian Administration;;;;;;;;;;;;;x
end_umayyad_crisis_2;Expel Corrupt Umayyad Officials;;;;;;;;;;;;;x
end_umayyad_crisis_3;Reorganize the Umayyad Levies;;;;;;;;;;;;;x

end_umayyad_crisis_1_desc;After many attemps, we have finally found a sollution to the Administrative problems within the Umayyads. Now is the time to finalize our sollution;;;;;;;;;;;;;x
end_umayyad_crisis_2_desc;These Officials have been the core of the Corruption within the Umayyads. Now that everything is under our control proper, it is time to expell these officials and impelent a new sytstem within our court, so that we will never have this problem again;;;;;;;;;;;;;x
end_umayyad_crisis_3_desc;It took a while but we have finally restructered the army and brought order and hope to our men. No longer are they plauged by the humuliation in Francia. It is finally time to Restore Order within the Umayyads;;;;;;;;;;;;;x

finalize_umayyad_crisis;Conclude Umayyadian Crisis;;;;;;;;;;;;;x
finalize_umayyad_crisis_desc;It is finally time to put an end to all of our problems and declare that our realm has been stabalized;;;;;;;;;;;;;x

EVTNAMEBBR100;The Umayyad Invasion of Spain;;;;;;;;;;;;;x
EVTDESCBBR100;This is unbelivable, we tought the Umayyads to be finished many years ago. However, word spreads that the Umayyads gathered some forces and has declared a Invasion on Spain, just like Tariq ibn Ziyad. The Berber that invaded Spain for the Umayyad Caliphate back at the Islamic Golden Age. This could be a problem for the Spanish Reconquistadors as this big force is now uppon them. Will they be able to hold them off, it seems impossible but who knows...;;;;;;;;;;;;;x

CB_NAME_INVASION_SPAIN_UMAYYAD;Umayyad Invasion on Spain;;;;;;;;;;;;;x
WAR_NAME_INVASION_SPAIN_UMAYYAD;Umayyad Invasion on Spain;;;;;;;;;;;;;x
invasion_spain_umayyad_desc;Now that we have a foot hold in Spain, we will conquer all of Iberia just like Tariq ibn Ziyad durring the reign of our great grandfathers durring the Islamic Golden Age. We shall unite Isbaniya under one banner;;;;;;;;;;;;;x

UMMNAME7;Christian Invasion on the Umayyads;;;;;;;;;;;;;x
UMMDESC7;Horrible news my liege. It seems that an Crusader army has arrived in our lands from the south. While we were solving our internal matters, i assume they took the oppertunity to take our lands. However, we will not stand for this, we shall defeat them!;;;;;;;;;;;;;x
EVTOPUMM.7;Just a bunch of Crusaders!;;;;;;;;;;;;;x

CB_NAME_SCRIPTED_INVASION_UMAYYAD;Christian Invasion on Spain;;;;;;;;;;;;;x
WAR_NAME_SCRIPTED_INVASION_UMAYYAD;Christian Invasion on Spain;;;;;;;;;;;;;x

bloodline_umayyad_order;Blood of the Umayyad Caliphate;;;;;;;;;;;;;x
bloodline_umayyad_order_desc;This character has resolved the Umayyadian Crisis within Muslim Spain. He has solidified control and order and made the Umayyad Calipahate stable again.;;;;;;;;;;;;;x
bloodline_umayyad_invader;Umayyad Blood;;;;;;;;;;;;;x
bloodline_umayyad_invader_desc;This character always had the ambition just like Tariq ibn Ziyad to conquer and unite Spain under Islam and the banner of the Umayyads.;;;;;;;;;;;;;x

umayyad_army_warning;§RAn hostile army will approach your land and start an Invasion§!;;;;;;;;;;;;;x

UMAYYAD_INVASION_MISSION_ARMY;Christian Invasion Army;;;;;;;;;;;;;x

UMMNAME6;The Crisis of Muslim Spain;;;;;;;;;;;;;x
UMMDESC6;For a while now, the Umayyad Caliphate is on a decline in Spain ever since their Golden Age ended. While the Spanish take good advantage of the sittuation in the Calipahte. Perhaps there is hope and this crisis can be averted, but time will only tell what the rulers of the Dynasty will do;;;;;;;;;;;;;x
EVTOPUMM.6;We shall watch on;;;;;;;;;;;;;x

UMMNAME5;The Hope for Islam;;;;;;;;;;;;;x
UMMDESC5;This is unbelivable, it seems that the Umayyad Dynasty has mediated their internal crisis and are now standing stronger than ever. This could be a big problem for the Spannish Christians that always exploited the internal problems that the Umayyads had before. Who knows what the Umayyads will do next, now that they are united and strong;;;;;;;;;;;;;x
EVTOPUMM.5;Concerning...;;;;;;;;;;;;;x





