nick_the_pretty_okay;the Pretty Okay;;;;;;;;;;;;;x
bloodline_philip_the_pretty_okay;Blood of Philip the Pretty Okay;;;;;;;;;;;;;x
bloodline_philip_the_pretty_okay_desc;Philip of House Guldberg was no mighty conqueror, nor brilliant sage, but a man who was, by nearly all accounts, fairly decent at most things and embarrassingly confident about it.;;;;;;;;;;;;;x
EVTDESC_GULDBERG_1;Philip has once again managed to do something that was not quite legendary, yet somehow memorable enough that people keep mentioning it at supper.;;;;;;;;;;;;;x
EVTOPTA_GULDBERG_1;A respectable performance.;;;;;;;;;;;;;x
EVTOPTB_GULDBERG_1;I should probably boast about this.;;;;;;;;;;;;;x
EVTDESC_GULDBERG_2;The court had expected greatness. What they received was... acceptable.;;;;;;;;;;;;;x
EVTOPTA_GULDBERG_2;This is mildly embarrassing.;;;;;;;;;;;;;x
EVTOPTB_GULDBERG_2;They simply failed to understand my brilliance.;;;;;;;;;;;;;x
EVTDESC_GULDBERG_3;Against all expectation, Philip has stumbled into competence.;;;;;;;;;;;;;x
EVTOPTA_GULDBERG_3;A triumph of accidental excellence.;;;;;;;;;;;;;x
EVTOPTB_GULDBERG_3;Let us never speak of this again.;;;;;;;;;;;;;x
EVTDESC_GULDBERG_20;Tension in the Guldberg court has become impossible to ignore. Bjorn and Philip glare at one another with the intensity of men who would both prefer to be elsewhere.;;;;;;;;;;;;;x
EVTOPTA_GULDBERG_20;This court is not big enough for both of us.;;;;;;;;;;;;;x
EVTOPTB_GULDBERG_20;We shall keep this hatred polite.;;;;;;;;;;;;;x
EVTDESC_GULDBERG_21;Rumors spread through the court with suspicious efficiency, suggesting that Philip and Helena are altogether too comfortable in each other's company. No proof exists, but that has never stopped gossip.;;;;;;;;;;;;;x
EVTOPTA_GULDBERG_21;Damn these whispers.;;;;;;;;;;;;;x
EVTOPTB_GULDBERG_21;I can use this.;;;;;;;;;;;;;x
EVTDESC_GULDBERG_22;Kate has begun to show a remarkable talent for navigating the family’s chaos, whether by wisdom or by subtle manipulation remains uncertain.;;;;;;;;;;;;;x
EVTOPTA_GULDBERG_22;She may be the smartest among us.;;;;;;;;;;;;;x
EVTOPTB_GULDBERG_22;A little intrigue never hurt anyone.;;;;;;;;;;;;;x
EVTDESC_GULDBERG_30;Philip surveys his lands and, with only a moderate amount of evidence, concludes that he could probably be King of Denmark.;;;;;;;;;;;;;x
EVTOPTA_GULDBERG_30;Honestly, yes. I probably could.;;;;;;;;;;;;;x
EVTOPTB_GULDBERG_30;No, this level of greatness is enough.;;;;;;;;;;;;;x
become_actually_great;Become Actually Great;;;;;;;;;;;;;x
bloodline_philip_the_pretty_okay;Blood of Philip the Pretty Okay;;;;;;;;;;;;;x
bloodline_philip_the_pretty_okay_desc;Philip of House Guldberg was no mighty conqueror, nor brilliant sage, but a man who was, by nearly all accounts, fairly decent at most things and embarrassingly confident about it.;;;;;;;;;;;;;x
nick_the_pretty_okay;the Pretty Okay;;;;;;;;;;;;;x
guldberg_pretty_okay_confidence;Pretty Okay Confidence;;;;;;;;;;;;;x
guldberg_mild_embarrassment;Mild Embarrassment;;;;;;;;;;;;;x
guldberg_tense_court;Tense Court;;;;;;;;;;;;;x
guldberg_scandalous_rumors;Scandalous Rumors;;;;;;;;;;;;;x
guldberg_actually_great;Actually Great;;;;;;;;;;;;;x
