CAB_TITLE_1;The Quest for Cabbagekind;;;;;;;;;;;;;x
CAB_DESC_1;Now that we've uncovered the ruins to the Cabbage Temple we have to investigate its insides to understand the history of our ancestors and how they made the best cabbages known to the whole world.;;;;;;;;;;;;;x
CAB1OPTA;Investigate the Temple.;;;;;;;;;;;;;x
CAB1OPTB;Let's not mess with that what is old.;;;;;;;;;;;;;x
CAB_TITLE_2;A Tomb of a Great Sage;;;;;;;;;;;;;x
CAB_DESC_2;Many explorers have delved deep into the temple and have found a large tomb with inscriptions reading : ':cabbage: 'The Great Sage of all the Cabbages' '. However upon opening the casket a mere :rottencabbage: was found laying inside.;;;;;;;;;;;;;x
CAB2OPTA;We must find the true Cabbage Sage!;;;;;;;;;;;;;x
CAB_TITLE_3;Findings from the Temple;;;;;;;;;;;;;x
CAB_DESC_3;After a few more months of exploration we have decrypted some tomes in the library and I have learned alot from the ancient past that we have left behind. However these Cabbages they knew what they were doing.;;;;;;;;;;;;;x
CAB3OPTA;Cabbage script is Georgian?!;;;;;;;;;;;;;x
CAB_TITLE_4;A Disciple of the Sage;;;;;;;;;;;;;x
CAB_DESC_4;My men have found a disciple Cabbage of the Sage. He claims to have been slowly rotting down in the temple ever since mankind started growing grain and breeding all kinds of cattle.;;;;;;;;;;;;;x
CAB4OPTA;I will accept his guidance either way.;;;;;;;;;;;;;x
CAB_TITLE_5;Peace of mind.;;;;;;;;;;;;;x
CAB_DESC_5;After a grueling year of training, my mentor has commended me on my progress. He says that I have learned alot about the history of the Cabbage people and their ways and that I am a pious man. He even believes I have it in me to become a Cabbage myself.;;;;;;;;;;;;;x
CAB5OPTA;Me, a Cabbage? You mean it?;;;;;;;;;;;;;x
CAB_TITLE_6;Change in form.;;;;;;;;;;;;;x
CAB_DESC_6;Ever since my mentor commended me own my dilligence, I have felt a flaky feeling on my skin. Many people in my court have also pointed out that I have become more docile and started looking green. However untill recently I didn't really think of it till my mentor told me that I would turn a Cabbage soon. Later, now that I have actually become one, what shall I do?;;;;;;;;;;;;;x
CAB6OPTA;I must strive to become a Sage!;;;;;;;;;;;;;x
CAB6OPTB;I am contempt with how it went.;;;;;;;;;;;;;x
CAB_TITLE_7;Ways of the Sage;;;;;;;;;;;;;x
CAB_DESC_7;In order for me to become a Cabbage Sage, a most holy person in the Cabbage culture, I must first undergo a bonebreaking routine. Despite all of that I feel like a wiser man by the day.;;;;;;;;;;;;;x
CAB7OPTA;Mmmmm :cabbage:…;;;;;;;;;;;;;x
CAB_TITLE_8;Struggling with Cabbageness;;;;;;;;;;;;;x
CAB_DESC_8;The discrimination towards Cabbages is a harsh reality. Every day I wake up and the looks of my courties as I roll down the hallway is breaking my mental state bit by bit every time. Mabye I am Patrick Bateman.;;;;;;;;;;;;;x
CAB8OPTA;Crazy… anyways…;;;;;;;;;;;;;x
CAB_TITLE_9;A Great Cabbage!;;;;;;;;;;;;;x
CAB_DESC_9;I have become a Sage and my people finally accept my ways. I must now spread my ideas across the land of Georgia and make Cabbages the staple crop on any dinner plate!;;;;;;;;;;;;;x
CAB9OPTA;Cabbage  cabbage cabbage….;;;;;;;;;;;;;x
CAB_TITLE_10;The Cabbage Sage-King;;;;;;;;;;;;;x
CAB_DESC_10;The King from Georgia has become a Sage in the ways of the Cabbages. He who went through a million injuries to achieve where he is now. \n \n Now how will the rest of the Caucasus region react to the changes in Georgia?;;;;;;;;;;;;;x
CAB10OPTA;:rottencabbage:;;;;;;;;;;;;;x
CREDIT_TITLE;Thanks for playing!;;;;;;;;;;;;;x
CREDIT_DESC;Thank you for playing with this mod! It is still new and alot of changes still have to be made. And in order to achieve a greater balance I take suggestions in our Discord Sever! Discord.gg/ECVXJPgAjK \n \n I'd also like to add in more fun features and other stuff that'll make the game less boring so if you have any suggestions be sure to also let me know. \n This mod was made by Striped#7789 so if there are any further questions ping me in the server.;;;;;;;;;;;;;x
OPTA_CREDIT;Exit;;;;;;;;;;;;;x
OPTB_CREDIT;See Changelog;;;;;;;;;;;;;x
CREDIT_TITLE2;Changelog;;;;;;;;;;;;;x
CREDIT_DESC2;\n\n*General fixes & improvements\n* Adjusted Danegeld trib cb since it's broken\n*Historical adventurers will spawn in earlier starts\n*HRE IS NOW SHATTERABLE\n*Striped the character is no longer invitable\n*New and improved Danelaw mechanics  \n\n If you want to help mod, join the discord(.gg/ECVXJPgAjK). Otherwise all credits go to me: Striped#7789 \n Also subscribe to my YT channel found on my discord profile!;;;;;;;;;;;;;x
TITLE_INV1;Invited Diplomat;;;;;;;;;;;;;x
DESC_INV1;The diplomat you ordered has arrived at your court. What will you plan to do with him?;;;;;;;;;;;;;x
OPTA_INV1;I will offer him a job.;;;;;;;;;;;;;x
OPTB_INV1;He is welcome to stay.;;;;;;;;;;;;;x
OPTC_INV1;Have him vanish.;;;;;;;;;;;;;x
TITLE_INV2;Invited Spy;;;;;;;;;;;;;x
DESC_INV2;The spy you ordered has arrived at your court. What will you plan to do with him?;;;;;;;;;;;;;x
TITLE_NOR1;Formation of the Danelaw;;;;;;;;;;;;;x
DESC_NOR1;With the invasion of England by the Norsemen we have found ourselves settled on the lands of the Saxons. Ever since we departed from Scandinavia many brave warriors came along to find fame and riches, however there were also men who found their way onto the land that the Saxons had left behind. Finding ourselves in a period of peace we have decided to officially form the Danelaw on the lands that we first made contact with. \n \nNot so long after settling down have our men gone around and pillaged Britannia and beyond, finding themselves kidnapping many slaves. Some even find true love in their property and are embracing certain traditions that the Saxons once used to practice on these lands. It is up to me to embrace this new way of life that has spawned itself within my realm.;;;;;;;;;;;;;x
OPTA_NOR1;The time for a Anglo-Norse king has come.;;;;;;;;;;;;;x
OPTB_NOR1;Surely it's nothing.;;;;;;;;;;;;;x
TITLE_INV3;Stranger from far away.;;;;;;;;;;;;;x
DESC_INV3;This morning my courtiers had notified me of a man appearing at my gates. He says he is from a land far away and after being persecuted there seeks a new life in my realm.;;;;;;;;;;;;;x
OPTA_INV3;Thank you for your gift!;;;;;;;;;;;;;x
OPTB_INV3;You are welcome to stay.;;;;;;;;;;;;;x
OPTC_INV3;Get this trash out of my sight!;;;;;;;;;;;;;x
custom_gift;Custom Gift;;;;;;;;;;;;;x
custom_gift_desc;[Root.GetBestName] Give a Custom sum of money to other lords around Europe, Asia and the Middle East.;;;;;;;;;;;;;x
DESC_Custom_gift;[From.GetBestName] Give a Custom sum of money to other lords around Europe, Asia and the Middle East.;;;;;;;;;;;;;x
OPTA_CG1;Gift 10 Gold;;;;;;;;;;;;;x
OPTB_CG1;Gift 20 Gold;;;;;;;;;;;;;x
OPTC_CG1;Gift 40 Gold;;;;;;;;;;;;;x
OPTA_CG2;Gift 50 Gold;;;;;;;;;;;;;x
OPTB_CG2;Gift 100 Gold;;;;;;;;;;;;;x
OPTC_CG2;Gift 200 Gold;;;;;;;;;;;;;x
EXIT;Exit;;;;;;;;;;;;;x
NEXT;Next;;;;;;;;;;;;;x
BACK;Back;;;;;;;;;;;;;x
DESC_Custom_gift_received;[From.GetBestName] has graciously decided to sent us a sum of [From.cg_var.GetValue]¤ out of their own treasury.;;;;;;;;;;;;;x
RECEIVED;We thank them for their donation.;;;;;;;;;;;;;x
DESC_MUSLIM3;Alhamdullilah my friend! We at the order would love for you to join our order. May you find yourself in Allah's wisdom.;;;;;;;;;;;;;x
A_MUSLIM3;Welcome!;;;;;;;;;;;;;x
TITLE_MUSLIM10;Quran Study;;;;;;;;;;;;;x
DESC_MUSLIM10;To start of my studies I will have to find a time and place in order to carry out my tasks now that I am taking this mission.;;;;;;;;;;;;;x
A_MUSLIM10;By Allah, I will put in my all!;;;;;;;;;;;;;x
B_MUSLIM10;I am not rushed to get this done.;;;;;;;;;;;;;x
TITLE_MUSLIM11;Quran Study;;;;;;;;;;;;;x
DESC_MUSLIM11;I have worked hard enough and after reading the same passage over and over again I finally understand the meaning of the word of Allah.;;;;;;;;;;;;;x
A_MUSLIM11;Insh'allah!;;;;;;;;;;;;;x
TITLE_MUSLIM12;Quran Study;;;;;;;;;;;;;x
DESC_MUSLIM12;After trying to work hard for a while some courtiers came up to me and I used it as an excuse to get away from my studies. ;;;;;;;;;;;;;x
