#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;;;;;;;;;;;;;;;;0
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
#GREEK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0

county_punic;Graf;;;;;;;;;;;;;x
county_of_punic;Graf;;;;;;;;;;;;;x

duchy_punic;Rabu;;;;;;;;;;;;;x
duchy_of_punic;Rabu;;;;;;;;;;;;;x

kingdom_punic;Malkut;;;;;;;;;;;;;x
kingdom_of_punic;Malkut;;;;;;;;;;;;;x

empire_punic;Malkhut;;;;;;;;;;;;;x
empire_of_punic;Malkhut;;;;;;;;;;;;;x


county_vandal;Grefthi;;;;;;;;;;;;;x
county_of_vandal;Grefthi af;;;;;;;;;;;;;x

duchy_vandal;Dukthi;;;;;;;;;;;;;x
duchy_of_vandal;Dukthi af;;;;;;;;;;;;;x

kingdom_vandal;Kunigthi;;;;;;;;;;;;;x
kingdom_of_vandal;Kunigthi af;;;;;;;;;;;;;x

empire_vandal;Reiksthi;;;;;;;;;;;;;x
empire_of_vandal;Reiksthi af;;;;;;;;;;;;;x


county_crimean_gothic;Grefthi;;;;;;;;;;;;;x
county_of_crimean_gothic;Grefthi af;;;;;;;;;;;;;x

duchy_crimean_gothic;Dukthi;;;;;;;;;;;;;x
duchy_of_crimean_gothic;Dukthi af;;;;;;;;;;;;;x

kingdom_crimean_gothic;Kunigthi;;;;;;;;;;;;;x
kingdom_of_crimean_gothic;Kunigthi af;;;;;;;;;;;;;x

empire_crimean_gothic;Reiksthi;;;;;;;;;;;;;x
empire_of_crimean_gothic;Reiksthi af;;;;;;;;;;;;;x



county_suebi;Grefthi;;;;;;;;;;;;;x
county_of_suebi;Grefthi af;;;;;;;;;;;;;x

duchy_suebi;Dukthi;;;;;;;;;;;;;x
duchy_of_suebi;Dukthi af;;;;;;;;;;;;;x

kingdom_suebi;Kunigthi;;;;;;;;;;;;;x
kingdom_of_suebi;Kunigthi af;;;;;;;;;;;;;x

empire_suebi;Reiksthi;;;;;;;;;;;;;x
empire_of_suebi;Reiksthi af;;;;;;;;;;;;;x

county_visigothic;Grefthi;;;;;;;;;;;;;x
county_of_visigothic;Grefthi af;;;;;;;;;;;;;x

duchy_visigothic;Dukthi;;;;;;;;;;;;;x
duchy_of_visigothic;Dukthi af;;;;;;;;;;;;;x

kingdom_visigothic;Kunigthi;;;;;;;;;;;;;x
kingdom_of_visigothic;Kunigthi af;;;;;;;;;;;;;x

empire_visigothic;Reiksthi;;;;;;;;;;;;;x
empire_of_visigothic;Reiksthi af;;;;;;;;;;;;;x


county_ostrogothic;Grefthi;;;;;;;;;;;;;x
county_of_ostrogothic;Grefthi af;;;;;;;;;;;;;x

duchy_ostrogothic;Dukthi;;;;;;;;;;;;;x
duchy_of_ostrogothic;Dukthi af;;;;;;;;;;;;;x

kingdom_ostrogothic;Kunigthi;;;;;;;;;;;;;x
kingdom_of_ostrogothic;Kunigthi af;;;;;;;;;;;;;x

empire_ostrogothic;Reiksthi;;;;;;;;;;;;;x
empire_of_ostrogothic;Reiksthi af;;;;;;;;;;;;;x


county_sciri;Grefthi;;;;;;;;;;;;;x
county_of_sciri;Grefthi af;;;;;;;;;;;;;x

duchy_sciri;Dukthi;;;;;;;;;;;;;x
duchy_of_sciri;Dukthi af;;;;;;;;;;;;;x

kingdom_sciri;Kunigthi;;;;;;;;;;;;;x
kingdom_of_sciri;Kunigthi af;;;;;;;;;;;;;x

empire_sciri;Reiksthi;;;;;;;;;;;;;x
empire_of_sciri;Reiksthi af;;;;;;;;;;;;;x


county_lombard;Grefthi;;;;;;;;;;;;;x
county_of_lombard;Grefthi af;;;;;;;;;;;;;x

duchy_lombard;Dukthi;;;;;;;;;;;;;x
duchy_of_lombard;Dukthi af;;;;;;;;;;;;;x

kingdom_lombard;Kunigthi;;;;;;;;;;;;;x
kingdom_of_lombard;Kunigthi af;;;;;;;;;;;;;x

empire_lombard;Reiksthi;;;;;;;;;;;;;x
empire_of_lombard;Reiksthi af;;;;;;;;;;;;;x

county_assyrian;Graftha;;;;;;;;;;;;;x
county_of_assyrian;Graftha d;;;;;;;;;;;;;x

duchy_assyrian;Dukhta;;;;;;;;;;;;;x
duchy_of_assyrian;Dukhta d;;;;;;;;;;;;;x

kingdom_assyrian;Malkuta;;;;;;;;;;;;;x
kingdom_of_assyrian;Malkuta d;;;;;;;;;;;;;x

empire_assyrian;Malkutha;;;;;;;;;;;;;x
empire_of_assyrian;Malkutha d;;;;;;;;;;;;;x


county_persian;Shahrestan;;;;;;;;;;;;;x
county_of_persian;Shahrestan-e;;;;;;;;;;;;;x

duchy_persian;Velayat;;;;;;;;;;;;;x
duchy_of_persian;Velayat-e;;;;;;;;;;;;;x

kingdom_persian;Shahanshahi;;;;;;;;;;;;;x
kingdom_of_persian;Shahanshahi-ye;;;;;;;;;;;;;x

empire_persian;Saltanat;;;;;;;;;;;;;x
empire_of_persian;Saltanat-e;;;;;;;;;;;;;x

county_sogdian;Shahrestan;;;;;;;;;;;;;x
