reform_russian_admin;Adopt Russian Bureaucracy;;;;;;;;;;;;;x
reform_russian_admin_desc;Ruling over so many cultures and religions sure is a big task, however we can make administrating the Empire easier by reforming our bureaucracy;;;;;;;;;;;;;x
russian_ambition;Enact Russia's Destiny;;;;;;;;;;;;;x
russian_ambition_desc;As we have stabilized and strengthened the Empire, perhaps it is time to expand eastwards untill the end of the world and beyond!;;;;;;;;;;;;;x


EVTTITLERUSKI.001;Russia is reforming;;;;;;;;;;;;;x
EVTDESCRUSKI.001;At last, as the Russian people have finally been united. It is time for the Russian Emperor to reform the Administration of the Empire. Russia exsists with many religions and cultures and is almost impossible to manage with our current bureaucracy. Hence the time for Russian Reform has come!;;;;;;;;;;;;;x
EVTOPTRUSKI001;Ura, Ura, Ura!;;;;;;;;;;;;;x

EVTTITLERUSKI.002;Russia's Destiny;;;;;;;;;;;;;x
EVTDESCRUSKI.002;As the Russians have united, they have found oppertunity to expand their influence inside Asia, trough Siberia. Who knows what Russia will find far East of Asia. What can be certain is that this will be a bloody expansion eastwards.;;;;;;;;;;;;;x
EVTOPTRUSKI002;May God have mercy;;;;;;;;;;;;;x

russian_ambition_info;Adds all of Siberia and North Asia to the de-jure of the Russian Empire;;;;;;;;;;;;;x
