15TH_CENTURY;15th Century;;;;;;;;;;;;;x
RULE_RENAISSANCE;Renaissance;;;;;;;;;;;;;x
RENAISSANCE_DEFAULT;On;;;;;;;;;;;;;x
RENSAISSANCE_DEFAULT_DESC;The Renaissance will spawn after the fall of Constantinople is triggered.;;;;;;;;;;;;;x
RENAISSANCE_DISABLED;Disabled;;;;;;;;;;;;;x
RENSAISSANCE_DISABLED_DESC;The Renaissance will not spawn.;;;;;;;;;;;;;x
REFORMATION_DISABLED;No Reformation;;;;;;;;;;;;;x
REFORMATION_DISABLED_DESC;The Reformation will not spawn.;;;;;;;;;;;;;x

RULE_NW_EI;New World & East Indies;;;;;;;;;;;;;x
NW_EI_DEFAULT;On;;;;;;;;;;;;;x
NW_EI_DEFAULT_DESC;All New World and East Indies content will be enabled;;;;;;;;;;;;;x
NW_EI_DISABLED;Disabled;;;;;;;;;;;;;x
NW_EI_DISABLED_DESC;New World and East Indies content will be disabled;;;;;;;;;;;;;x
NW_EI_INSTANT;Immediate;;;;;;;;;;;;;x
NW_EI_INSTANT_DESC;The New World and East Indies mechanics will be enabled at game start.;;;;;;;;;;;;;x
EI_DISABLED;No East Indies;;;;;;;;;;;;;x
EI_DISABLED_DESC;East Indies mechanics will be disabled.;;;;;;;;;;;;;x
NW_DISABLED;No New World;;;;;;;;;;;;;x
NW_DISABLED_DESC;New World mechanics will be disabled.;;;;;;;;;;;;;x
