# -*- ck2.history.provinces -*-

# 765 - Archa

# County Title
title = c_archa

# Settlements
max_settlements = 4
b_bourzeycastle = castle
b_famia = temple
b_albarasyria = city 
#b_treiz = castle
#b_sarmeniasyria = city




# Misc
culture = levantine_arabic
religion = sunni


1066.1.1 = {
	b_bourzeycastle = castle
	b_bourzeycastle = ca_barracks_1
	b_bourzeycastle = ca_barracks_2
	b_bourzeycastle = ca_barracks_3
	b_bourzeycastle = ca_barracks_4
	b_bourzeycastle = ca_wall_1
	b_bourzeycastle = ca_wall_2
	b_bourzeycastle = ca_wall_3
	b_bourzeycastle = ca_wall_4
	b_bourzeycastle = ca_keep_1
	b_bourzeycastle = ca_keep_2
	b_bourzeycastle = ca_keep_3
	b_bourzeycastle = ca_keep_4
	b_bourzeycastle = ca_militia_barracks_1
	b_bourzeycastle = ca_militia_barracks_2
	b_bourzeycastle = ca_militia_barracks_3
	b_bourzeycastle = ca_militia_barracks_4
	b_bourzeycastle = ca_training_grounds_1
	b_bourzeycastle = ca_training_grounds_2
	b_bourzeycastle = ca_stable_1
	b_bourzeycastle = ca_stable_2
	b_bourzeycastle = ca_stable_3
	b_bourzeycastle = ca_stable_4
	b_bourzeycastle = ca_town_1
	b_bourzeycastle = ca_town_2
	b_bourzeycastle = ca_town_3
	b_bourzeycastle = ca_town_4
	b_treiz = castle
	b_treiz = ca_barracks_1
	b_treiz = ca_barracks_2
	b_treiz = ca_barracks_3
	b_treiz = ca_barracks_4
	b_treiz = ca_wall_1
	b_treiz = ca_wall_2
	b_treiz = ca_wall_3
	b_treiz = ca_wall_4
	b_treiz = ca_keep_1
	b_treiz = ca_keep_2
	b_treiz = ca_keep_3
	b_treiz = ca_keep_4
	b_treiz = ca_militia_barracks_1
	b_treiz = ca_militia_barracks_2
	b_treiz = ca_militia_barracks_3
	b_treiz = ca_militia_barracks_4
	b_treiz = ca_training_grounds_1
	b_treiz = ca_training_grounds_2
	b_treiz = ca_stable_1
	b_treiz = ca_stable_2
	b_treiz = ca_stable_3
	b_treiz = ca_stable_4
	b_treiz = ca_town_1
	b_treiz = ca_town_2
	b_treiz = ca_town_3
	b_treiz = ca_town_4
}
