# -*- ck2.history.provinces -*-

# 1237 - Altair

# County Title
title = c_masyaf

# Settlements
max_settlements = 3

b_masyaf = castle
#b_alkahf = castle
#b_alqadamus = city



# Misc
culture = levantine_arabic
religion = ismaili

# History
1066.1.1 = {
	b_masyaf = castle
	b_masyaf = ca_barracks_1
	b_masyaf = ca_barracks_2
	b_masyaf = ca_barracks_3
	b_masyaf = ca_barracks_4
	b_masyaf = ca_wall_1
	b_masyaf = ca_wall_2
	b_masyaf = ca_wall_3
	b_masyaf = ca_wall_4
	b_masyaf = ca_keep_1
	b_masyaf = ca_keep_2
	b_masyaf = ca_keep_3
	b_masyaf = ca_keep_4
	b_masyaf = ca_militia_barracks_1
	b_masyaf = ca_militia_barracks_2
	b_masyaf = ca_militia_barracks_3
	b_masyaf = ca_militia_barracks_4
	b_masyaf = ca_training_grounds_1
	b_masyaf = ca_training_grounds_2
	b_masyaf = ca_stable_1
	b_masyaf = ca_stable_2
	b_masyaf = ca_stable_3
	b_masyaf = ca_stable_4
	b_masyaf = ca_town_1
	b_masyaf = ca_town_2
	b_masyaf = ca_town_3
	b_masyaf = ca_town_4
	b_alkahf = castle
	b_alkahf = ca_barracks_1
	b_alkahf = ca_barracks_2
	b_alkahf = ca_barracks_3
	b_alkahf = ca_barracks_4
	b_alkahf = ca_wall_1
	b_alkahf = ca_wall_2
	b_alkahf = ca_wall_3
	b_alkahf = ca_wall_4
	b_alkahf = ca_keep_1
	b_alkahf = ca_keep_2
	b_alkahf = ca_keep_3
	b_alkahf = ca_keep_4
	b_alkahf = ca_militia_barracks_1
	b_alkahf = ca_militia_barracks_2
	b_alkahf = ca_militia_barracks_3
	b_alkahf = ca_militia_barracks_4
	b_alkahf = ca_training_grounds_1
	b_alkahf = ca_training_grounds_2
	b_alkahf = ca_stable_1
	b_alkahf = ca_stable_2
	b_alkahf = ca_stable_3
	b_alkahf = ca_stable_4
	b_alkahf = ca_town_1
	b_alkahf = ca_town_2
	b_alkahf = ca_town_3
	b_alkahf = ca_town_4
}

1120.1.1 = { b_alkahf = castle }
